index,class_name,original_comment,preprocessed_comment,categories
1384,RTHighlightableWithCursor,"eg,","eg,",['Example']
1388,RTHighlightableWithCursor,methodselector #selector,methodselector # selector,['Example']
1389,RTHighlightableWithCursor,methodsnames #rtmethods,methodsnames # rtmethods,['Example']
1393,RTHighlightableWithCursor,b classnameshape color color black.,b classnameshape color color black.,['Example']
1395,RTHighlightableWithCursor,b boxshape bordercolor color black.,b boxshape bordercolor color black.,['Example']
1396,RTHighlightableWithCursor,b addobjects collection withallsubclasses .,b addobjects collection withallsubclasses .,['Example']
1403,RTHighlightableWithCursor,b interaction showedge,b interaction showedge,['Example']
1404,RTHighlightableWithCursor,connecttoall #subclasses.,connecttoall # subclasses .,['Example']
1405,RTHighlightableWithCursor,b interaction showlabel,b interaction showlabel,['Example']
1408,RTHighlightableWithCursor,nodes @ rthighlightablewithcursor.,nodes @ rthighlightablewithcursor.,['Example']
1409,RTHighlightableWithCursor,b edges movebehind connectfrom #superclass.,b edges movebehind connectfrom # superclass .,['Example']
1410,RTHighlightableWithCursor,b layout radial.,b layout radial.,['Example']
1419,RTLabeled,"eg,","eg,",['Example']
1421,RTLabeled,e rtellipse new size 30 elementon 42.,e rtellipse new size 30 elementon 42.,['Example']
1422,RTLabeled,v add e.,v add e.,['Example']
1423,RTLabeled,"e @ rtlabeled new text value my value is , value asstring .","e @ rtlabeled new text value my value is , value asstring .","['Example', 'Keymessages']"
1426,RTLabeled,color object,color object,['Keymessages']
1427,RTLabeled,highlightable object,highlightable object,['Keymessages']
1428,RTLabeled,offsetonedge object,offsetonedge object,['Keymessages']
1429,RTLabeled,position object,position object,['Keymessages']
1431,RTLabeled,canvas,canvas,['Keymessages']
1435,RTLabeled,highlightable,highlightable,['Keymessages']
1438,RTLabeled,offsetonedge,offsetonedge,['Keymessages']
1440,RTLabeled,position,position,['Keymessages']
1442,RTLabeled,text,text,['Keymessages']
1445,RTLineDecorationExample,code,code,['Example']
1446,RTLineDecorationExample,v b1 b2 edges,v b1 b2 edges,['Example']
1447,RTLineDecorationExample,b1 rtbox new,b1 rtbox new,['Example']
1449,RTLineDecorationExample,element,element,['Example']
1450,RTLineDecorationExample,translateto 0 @ 0,translateto 0 @ 0,['Example']
1451,RTLineDecorationExample,@ rtdraggable.,@ rtdraggable.,['Example']
1452,RTLineDecorationExample,b2 rtbox new,b2 rtbox new,['Example']
1454,RTLineDecorationExample,element,element,['Example']
1455,RTLineDecorationExample,translateto 400 @ 0,translateto 400 @ 0,['Example']
1456,RTLineDecorationExample,@ rtdraggable.,@ rtdraggable.,['Example']
1457,RTLineDecorationExample,edges orderedcollection new.,edges orderedcollection new.,['Example']
1458,RTLineDecorationExample,edges add rtarrowedline new head rtfilleddiamond ashead color color black width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,edges add rtarrowedline new head rtfilleddiamond ashead color color black width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,['Example']
1460,RTLineDecorationExample,edges add rtdecoratedline new filleddiamondhead color color green width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,edges add rtdecoratedline new filleddiamondhead color color green width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,['Example']
1464,RTLineDecorationExample,add b2,add b2,['Example']
1466,RTLineDecorationExample,edges do each each update .,edges do each each update .,['Example']
1467,RTLineDecorationExample,v,v,['Example']
1468,RTLinePathBuilder,an interpolator a way to create lines in svg,an interpolator a way to create lines in svg,['Responsibilities']
1470,RTLinkView,"for instance if in your visualization rtview, you have elements that have visualizalitations you can use it to explore it in a web browser","for instance if in your visualization rtview, you have elements that have visualizalitations you can use it to explore it in a web browser",['Example']
1477,RTPopupTest,popup object,popup object,['Keymessages']
1478,RTPopupTest,view object,view object,['Keymessages']
1479,RTPopupTest,popup,popup,['Keymessages']
1483,RTRectangleAttachPoint,continuous attach point which presumes both shapes are not rotated rectangles,continuous attach point which presumes both shapes are not rotated rectangles,['Responsibilities']
1484,RTRectangleAttachPoint,v rtview new.,v rtview new.,['Example']
1485,RTRectangleAttachPoint,e1 rtbox new size 50 elementon 1.,e1 rtbox new size 50 elementon 1.,['Example']
1486,RTRectangleAttachPoint,e2 rtellipse new size 50 elementon 2.,e2 rtellipse new size 50 elementon 2.,['Example']
1488,RTRectangleAttachPoint,e2 translateby 30 @ 60.,e2 translateby 30 @ 60.,['Example']
1489,RTRectangleAttachPoint,e1 @ rtdraggable.,e1 @ rtdraggable.,['Example']
1490,RTRectangleAttachPoint,e2 @ rtdraggable.,e2 @ rtdraggable.,['Example']
1493,RTRectangleAttachPoint,l s edgefrom e1 to e2.,l s edgefrom e1 to e2.,['Example']
1494,RTRectangleAttachPoint,v add l.,v add l.,['Example']
1495,RTRectangleAttachPoint,v,v,['Example']
1498,RTResizeCanceled,dcrtresizable,dcrtresizable,['Collaborators']
1499,RTRotatedLabel,a rtrotatedlabel describes rotated labels.,a rtrotatedlabel describes rotated labels.,['Responsibilities']
1500,RTRotatedLabel,v shape es,v shape es,['Example']
1501,RTRotatedLabel,v rtview new.,v rtview new.,['Example']
1502,RTRotatedLabel,"shape rtrotatedlabel new text c class , c name angleindegree c c numberofmethods 360 .","shape rtrotatedlabel new text c class , c name angleindegree c c numberofmethods 360 .",['Example']
1503,RTRotatedLabel,es shape elementson collection withallsubclasses.,es shape elementson collection withallsubclasses.,['Example']
1505,RTRotatedLabel,v addall es.,v addall es.,['Example']
1506,RTRotatedLabel,v open,v open,['Example']
1507,RTScale,a class to have nice scales checks subclasses,a class to have nice scales checks subclasses,['Intent']
1509,RTScrollBarBuilder,"more than a draggable view, it allows to keep a mark about your position in the view and it scale for large views.","more than a draggable view, it allows to keep a mark about your position in the view and it scale for large views.",['Responsibilities']
1512,RTScrollBarBuilder,"the default configuration is #isbasic and #isstatic,","the default configuration is # isbasic and # isstatic ,",['Keymessages']
1514,RTScrollBarBuilder,"the bar can have a specificity like #scalable, so it give an idea of the size of the view.","the bar can have a specificity like # scalable , so it give an idea of the size of the view.",['Keymessages']
1525,RTSunburstBuilder,"i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees.","i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees.","['Responsibilities', 'Intent']"
1526,RTSunburstBuilder,"you can customize the angle of the arc, and play with the with radius and width of each arc.","you can customize the angle of the arc, and play with the with radius and width of each arc.",['Responsibilities']
1528,RTSunburstBuilderExamples,code,code,['Example']
1532,RTSunburstBuilderExamples,b shape colorelement el el model subclasses isempty iftrue color purple iffalse color lightgray .,b shape colorelement el el model subclasses isempty iftrue color purple iffalse color lightgray .,['Example']
1534,RTSunburstBuilderExamples,b view @ rtdraggableview.,b view @ rtdraggableview.,['Example']
1536,RTSunburstBuilderExamples,^ b view,^ b view,['Example']
1537,RTSVGAbstractLine,a rtsvgabstractline refers to the common interface for both regular svg lines and bezier lines as paths .,a rtsvgabstractline refers to the common interface for both regular svg lines and bezier lines as paths .,['Intent']
1541,RTSVGPopup,a rtsvgpopup is any kind of popup born from a certain element.,a rtsvgpopup is any kind of popup born from a certain element.,['Intent']
1542,RTSVGPopup,the click refers to the posibility of activating the popup only when the element is clicked.,the click refers to the posibility of activating the popup only when the element is clicked.,['Responsibilities']
1548,RTTextWord,a rttextword represents one word of an original text.,a rttextword represents one word of an original text.,"['Intent', 'Keymessages']"
1549,RTTextWord,interval interval,interval interval,['Keymessages']
1551,RTTextWord,interval,interval,['Keymessages']
1552,RTTextWord,interval of the word in the original text,interval of the word in the original text,['Keymessages']
1556,RTVerticalMultipleData,rtverticalmultipledata represents a group of data points that are vertically located.,rtverticalmultipledata represents a group of data points that are vertically located.,"['Intent', 'Collaborators']"
1557,RTVerticalMultipleData,each group has the same x value.,each group has the same x value.,['Keyimplementationpoints']
1558,RTVerticalMultipleData,negative data are not allowed.,negative data are not allowed.,['Keyimplementationpoints']
1561,RTVerticalMultipleData,b rtgrapher new.,b rtgrapher new.,['Example']
1565,RTVerticalMultipleData,d addmetric #third.,d addmetric # third .,['Example']
1567,RTVerticalMultipleData,d barchartwithbartitle #first rotation 30.,d barchartwithbartitle # first rotation 30.,['Example']
1572,RTVerticalMultipleData,b rtgrapher new.,b rtgrapher new.,['Example']
1574,RTVerticalMultipleData,d points classes.,d points classes.,['Example']
1575,RTVerticalMultipleData,d addmetric #numberoflinesofcode.,d addmetric # numberoflinesofcode .,['Example']
1576,RTVerticalMultipleData,d addmetric #numberofmethods.,d addmetric # numberofmethods .,['Example']
1577,RTVerticalMultipleData,d barchartwithbartitle #name rotation 30.,d barchartwithbartitle # name rotation 30.,['Example']
1580,RTWeightedCircleLayout,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements.,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements.,"['Responsibilities', 'Intent']"
1583,RTWeightedCircleLayout,elements rtellipse new size 5 color color red size vv vv 4 elementson 1 to 15 .,elements rtellipse new size 5 color color red size vv vv 4 elementson 1 to 15 .,['Example']
1584,RTWeightedCircleLayout,v addall elements.,v addall elements.,['Example']
1585,RTWeightedCircleLayout,rtweightedcirclelayout on elements.,rtweightedcirclelayout on elements.,['Example']
1586,RTWeightedCircleLayout,v,v,['Example']
1587,TROSMShape,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.,"['Responsibilities', 'Intent', 'Keymessages']"
1589,TROSMShape,rectangle rectangle,rectangle rectangle,['Keymessages']
1591,TROSMShape,tiles dictionary of point form,tiles dictionary of point form,['Keymessages']
1593,TROSMShape,position,position,['Keymessages']
1595,TROSMShape,bounds of the shape,bounds of the shape,['Keymessages']
1610,TROSMShape,lon to roassal space l 40075016686 l 360,lon to roassal space l 40075016686 l 360,['Keyimplementationpoints']
1614,TROSMShape,"depending on the rtview size and the canvas parameters, get the right tiles from osm and display them.","depending on the rtview size and the canvas parameters, get the right tiles from osm and display them.","['Keyimplementationpoints', 'Keymessages']"
1616,TROSMShape,"from the camera, get the zoom level and offset.","from the camera, get the zoom level and offset.","['Keyimplementationpoints', 'Keymessages']"
1617,TROSMShape,compute the osm zoom level with the camera zoom value .,compute the osm zoom level with the camera zoom value .,"['Keyimplementationpoints', 'Keymessages']"
1618,TROSMShape,make remainder zoom a transform inside the trosmshape.,make remainder zoom a transform inside the trosmshape.,"['Keyimplementationpoints', 'Keymessages']"
1619,TROSMShape,"take corners of bounding box, get lat long, get tiles x and y based on previous zoom level.","take corners of bounding box, get lat long, get tiles x and y based on previous zoom level.","['Keyimplementationpoints', 'Keymessages']"
1620,TROSMShape,set clipping rectangle to trosmshape bounds.,set clipping rectangle to trosmshape bounds.,"['Keyimplementationpoints', 'Keymessages']"
1621,TROSMShape,display each tile.,display each tile.,['Keyimplementationpoints']
1624,TROSMShape,remove tile if not used in display.,remove tile if not used in display.,['Keyimplementationpoints']
1625,JQLoad,load html from a remote file and inject it into the dom.,load html from a remote file and inject it into the dom.,['Responsibilities']
1626,WABulkReapingCache,i am a cache that reaps all elements at once instead of incrementally.,i am a cache that reaps all elements at once instead of incrementally.,['Intent']
1628,WABulkReapingCache,a background process should send #reap to me.,a background process should send # reap to me.,['Collaborators']
1634,WAComboResponse,"if streaming is desired, the response can be flushed by sending it the #flush message.","if streaming is desired, the response can be flushed by sending it the # flush message.",['Responsibilities']
1637,WAComboResponse,"for example, a search results page might use something like","for example, a search results page might use something like",['Example']
1638,WAComboResponse,rendercontenton acanvas,rendercontenton acanvas,['Example']
1641,WAComboResponse,acanvas flush.,acanvas flush.,['Example']
1645,WAComboResponse,acanvas flush.,acanvas flush.,['Example']
1646,WAComboResponse,flush after each search result,flush after each search result,['Example']
1649,WAComboResponse,an uncommitted response should be handled as usual by the server adapter.,an uncommitted response should be handled as usual by the server adapter.,['Collaborators']
1651,WACookie,i am basically a key value pair of strings.,i am basically a key value pair of strings.,['Intent']
1655,WACookie,netscape spec,netscape spec,['Keyimplementationpoints']
1657,WACookie,cookie spec,cookie spec,['Keyimplementationpoints']
1658,WACookie,http tools^ietf.org html rfc2109,http tools ^ ietf.org html rfc2109,['Keyimplementationpoints']
1660,WACookie,https tools^ietf.org html rfc6265,https tools ^ ietf.org html rfc6265,['Keyimplementationpoints']
1662,WACookie,http msdn2^microsoft.com en us library ms533046^aspx,http msdn2 ^ microsoft.com en us library ms533046 ^ aspx,['Keyimplementationpoints']
1663,WACookie,https bugzilla^mozilla.org show bug^cgi?id 178993,https bugzilla ^ mozilla.org show bug ^ cgi?id 178993,['Keyimplementationpoints']
1664,WACookie,compared to warequestcookie i represent the information that is sent to the user agent.,compared to warequestcookie i represent the information that is sent to the user agent.,"['Intent', 'Collaborators']"
1666,WADatalistTag,datalist together with the a new list attribute for input is used to make comboboxes,datalist together with the a new list attribute for input is used to make comboboxes,"['Example', 'Responsibilities']"
1667,WADatalistTag,input list browsers,input list browsers,['Example']
1668,WADatalistTag,datalist id browsers,datalist id browsers,['Example']
1669,WADatalistTag,option value safari,option value safari,['Example']
1670,WADatalistTag,option value internet explorer,option value internet explorer,['Example']
1671,WADatalistTag,option value opera,option value opera,['Example']
1672,WADatalistTag,option value firefox,option value firefox,['Example']
1674,WADelayedAnswerDecoration,wadelayedanswerdecoration adds a delay in displaying a component.,wadelayedanswerdecoration adds a delay in displaying a component.,['Responsibilities']
1675,WADevelopment,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak.,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak.,"['Responsibilities', 'Intent']"
1676,WADynamicVariable,i exist for legacy purposes.,i exist for legacy purposes.,['Responsibilities']
1677,WAEncoder,i encode everything that is written to myself using #nextput and #nextputall onto the wrapped stream.,i encode everything that is written to myself using # nextput and # nextputall onto the wrapped stream.,"['Responsibilities', 'Keymessages']"
1678,WAErrorHandler,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception,"['Responsibilities', 'Collaborators']"
1682,WAErrorHandler,"if either method is not implemented, the default implementation will call #handledefault , which can be used to provide common behaviour for both exception types.","if either method is not implemented, the default implementation will call # handledefault , which can be used to provide common behaviour for both exception types.",['Keyimplementationpoints']
1684,WAExpiringCache,maximumsize integer,maximumsize integer,['Keymessages']
1685,WAExpiringCache,maximumrelativeage integer,maximumrelativeage integer,['Keymessages']
1686,WAExpiringCache,maximumabsoluteage integer,maximumabsoluteage integer,['Keymessages']
1691,WAExpiringCache,0 for no maximum size.,0 for no maximum size.,['Keymessages']
1693,WAExpiringCache,maximumrelativeage,maximumrelativeage,['Keymessages']
1695,WAExpiringCache,0 for no limit.,0 for no limit.,['Keymessages']
1697,WAExpiringCache,maximumabsoluteage,maximumabsoluteage,['Keymessages']
1698,WAExpiringCache,after so many seconds after its creation a session is considered expired no matter when it was last accessed.,after so many seconds after its creation a session is considered expired no matter when it was last accessed.,['Keymessages']
1699,WAExpiringCache,0 for no limit.,0 for no limit.,['Keymessages']
1705,WAExpiringCache,#removerelativeoldest remove the entry that hasn t been accessed for the longest time,# removerelativeoldest remove the entry that hasn t been accessed for the longest time,['Keymessages']
1706,WAExpiringCache,#removeabsoluteoldest remove the entry that has been created the longest time ago,# removeabsoluteoldest remove the entry that has been created the longest time ago,['Keymessages']
1707,WAExpiringCache,#signalerror signal wamaximumnumberofsessionsexceedederror,# signalerror signal wamaximumnumberofsessionsexceedederror,['Keymessages']
1711,WAFormDecoration,the buttons inst var must be set.,the buttons inst var must be set.,['Keymessages']
1712,WAFormDecoration,"for each string symbol in the buttons inst var the decorated component must implement a method of the same name, which is called when the button is selected.","for each string symbol in the buttons inst var the decorated component must implement a method of the same name, which is called when the button is selected.",['Keymessages']
1713,WAFormDecoration,buttons collection of strings or symbols,buttons collection of strings or symbols,['Keymessages']
1716,WAFormTag,the form element acts as a container for input elements and buttons.,the form element acts as a container for input elements and buttons.,"['Responsibilities', 'Collaborators']"
1717,WAFormTag,evaluation order,evaluation order,['Keyimplementationpoints']
1718,WAFormTag,the input fields callbacks will be evaluated in the order they,the input fields callbacks will be evaluated in the order they,['Keyimplementationpoints']
1719,WAFormTag,appear in the xhtml.,appear in the xhtml.,['Keyimplementationpoints']
1720,WAFormTag,"buttons will always be evaluated last, no matter","buttons will always be evaluated last, no matter",['Keyimplementationpoints']
1721,WAFormTag,where they are positioned.,where they are positioned.,['Keyimplementationpoints']
1728,WAImageButtonTag,the value of the src attribute specifies the uri of the image that will decorate the button.,the value of the src attribute specifies the uri of the image that will decorate the button.,['Responsibilities']
1735,WAInspector,"platforms should implement their own subclasses, specifying behaviour for all unimplemented methods.","platforms should implement their own subclasses, specifying behaviour for all unimplemented methods.",['Responsibilities']
1738,WAInvisibleSessionTrackingStrategy,for document handlers query fields are used.,for document handlers query fields are used.,['Collaborators']
1739,WALabelledFormDialog,walabelledformdialog is an abstract class for generating html forms.,walabelledformdialog is an abstract class for generating html forms.,['Intent']
1740,WALabelledFormDialog,given a data model walabelledformdialog displays a label and input field for each instance variable of interest.,given a data model walabelledformdialog displays a label and input field for each instance variable of interest.,"['Example', 'Responsibilities', 'Keymessages']"
1741,WALabelledFormDialog,user supplied data is placed in the data model.,user supplied data is placed in the data model.,"['Example', 'Responsibilities', 'Keymessages']"
1743,WALabelledFormDialog,the model method just returns the object whose fields we wish to populate with date.,the model method just returns the object whose fields we wish to populate with date.,"['Example', 'Keymessages']"
1744,WALabelledFormDialog,the rows method returns a collections of symbols.,the rows method returns a collections of symbols.,"['Example', 'Keymessages']"
1745,WALabelledFormDialog,the symbol is used generate the accessor methods for the data in the model.,the symbol is used generate the accessor methods for the data in the model.,"['Example', 'Keymessages']"
1746,WALabelledFormDialog,a standard text input field is used for each row of data.,a standard text input field is used for each row of data.,['Responsibilities']
1748,WALabelledFormDialog,see rendernameon in example below.,see rendernameon in example below.,['Responsibilities']
1749,WALabelledFormDialog,the default form has one button ok .,the default form has one button ok .,"['Keyimplementationpoints', 'Example', 'Keymessages']"
1750,WALabelledFormDialog,override the buttons method to change the text or number of submit buttons on the form.,override the buttons method to change the text or number of submit buttons on the form.,"['Keyimplementationpoints', 'Example', 'Keymessages']"
1751,WALabelledFormDialog,override the defaultbutton method to indicate which button is the default.,override the defaultbutton method to indicate which button is the default.,['Keyimplementationpoints']
1753,WALabelledFormDialog,see example below.,see example below.,['Keyimplementationpoints']
1755,WALabelledFormDialog,initialize,initialize,['Example']
1779,WALabelledFormDialog,rendernameon html,rendernameon html,['Example']
1780,WALabelledFormDialog,show how to specily special input instead of using simple text field.,show how to specily special input instead of using simple text field.,['Example']
1781,WALabelledFormDialog,html select,html select,['Example']
1783,WALabelledFormDialog,selected roger,selected roger,['Example']
1785,WALabelledFormDialog,"contact class used above has instance variables name, phonenumber with standard getter and setter methods","contact class used above has instance variables name, phonenumber with standard getter and setter methods",['Keymessages']
1786,WAListAttribute,walistattribute is an attribute that is restricted to a list of values.,walistattribute is an attribute that is restricted to a list of values.,['Intent']
1787,WAMemoryInput,a wamemoryinput is a dialog that allows the user to enter an amount of memory.,a wamemoryinput is a dialog that allows the user to enter an amount of memory.,"['Responsibilities', 'Intent']"
1790,WAObjectTag,defines an embedded object.,defines an embedded object.,['Intent']
1791,WAOptionGroupTag,the optgroup element allows authors to group choices logically.,the optgroup element allows authors to group choices logically.,['Responsibilities']
1792,WAOptionGroupTag,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options.,this is particularly helpful when the user must choose from a long list of options groups of related choices are easier to grasp and remember than a single long list of options.,['Responsibilities']
1795,WAPainterVisitor,an implementation of the visitor pattern for painter subclasses.,an implementation of the visitor pattern for painter subclasses.,"['Responsibilities', 'Intent', 'Collaborators']"
1796,WAPath,wapath represents a path navigation breadcrumbs for a web page and displays standard breadcrumbs xxx yyy zzz .,wapath represents a path navigation breadcrumbs for a web page and displays standard breadcrumbs xxx yyy zzz .,"['Responsibilities', 'Intent']"
1797,WAPath,"wapath maintains a stack of associations, one for each location or page in the path.","wapath maintains a stack of associations, one for each location or page in the path.","['Responsibilities', 'Collaborators']"
1798,WAPath,the association key is the text that is displayed in the breadcrimb.,the association key is the text that is displayed in the breadcrimb.,['Collaborators']
1799,WAPath,"the association value is an object of your choosing, which your code uses to restore that page .","the association value is an object of your choosing, which your code uses to restore that page .",['Collaborators']
1800,WAPath,to add to the path use the method wapath pushsegment anobject name lulu .,to add to the path use the method wapath pushsegment anobject name lulu .,['Keymessages']
1803,WAPath,your code is not notified when the user clicks on a link in the wapath object.,your code is not notified when the user clicks on a link in the wapath object.,['Keymessages']
1804,WAPath,"so when you render a page call wapath currentsegment to get the current object, and generate the page accordingly.","so when you render a page call wapath currentsegment to get the current object, and generate the page accordingly.",['Keymessages']
1808,WAPharoUrlEncoder,i am a pharo specific url encoder.,i am a pharo specific url encoder.,['Intent']
1809,WAPharoXmlEncoder,i am a pharo specific xml encoder.,i am a pharo specific xml encoder.,['Intent']
1811,WAPlugin,plugins are an easy way to add or remove additional tools without changing the codebase.,plugins are an easy way to add or remove additional tools without changing the codebase.,['Responsibilities']
1815,WAProtectionFilter,"do add this filter to a wasession for example to avoid session hijacking, do not add it to static request handlers such as waapplication or wadispatcher as this might restrict access to the handler if your ip changes.","do add this filter to a wasession for example to avoid session hijacking, do not add it to static request handlers such as waapplication or wadispatcher as this might restrict access to the handler if your ip changes.",['Responsibilities']
1817,WARequestContext,warequestcontext encapsulates all the knowledge that should be available while processing a single request.,warequestcontext encapsulates all the knowledge that should be available while processing a single request.,['Responsibilities']
1820,WASelection,waselection creates a selectable list.,waselection creates a selectable list.,"['Example', 'Responsibilities']"
1823,WASelection,"returns the item selected by user, not the index nor the text shown the user .","returns the item selected by user, not the index nor the text shown the user .",['Keyimplementationpoints']
1824,WASelection,selection,selection,['Example']
1828,WAServerAdaptor,a waserver is the abstract base class for all servers.,a waserver is the abstract base class for all servers.,['Intent']
1829,WAServerAdaptor,#codec,# codec,['Keymessages']
1830,WAServerAdaptor,#usessmalltalkencoding,# usessmalltalkencoding,['Keymessages']
1831,WAServerAdaptor,codec wacodec,codec wacodec,['Keymessages']
1832,WAServerAdaptor,codec,codec,['Keymessages']
1833,WATagBrush,this is the superclass for all xml element classes.,this is the superclass for all xml element classes.,['Intent']
1834,WATagBrush,its main additions are,its main additions are,['Keyimplementationpoints']
1835,WATagBrush,element name #tag,element name # tag,['Keyimplementationpoints']
1836,WATagBrush,attributes instance of wahtmlattributes,attributes instance of wahtmlattributes,['Keyimplementationpoints']
1838,WAUpTimeTracker,wauptimetracker is used to track the timestamp when the image last booted.,wauptimetracker is used to track the timestamp when the image last booted.,['Responsibilities']
1839,WAUpTimeTracker,access the timestamp when the image booted as follows,access the timestamp when the image booted as follows,"['Responsibilities', 'Keymessages', 'Collaborators']"
1842,WAUpTimeTracker,access the duration how long ago the image booted as follows,access the duration how long ago the image booted as follows,"['Responsibilities', 'Keymessages', 'Collaborators']"
1845,WAUpTimeTracker,at system startup the imageboottime is re set automatically.,at system startup the imageboottime is re set automatically.,"['Responsibilities', 'Keymessages', 'Collaborators']"
