index,class_name,original_comment,preprocessed_comment,categories
9371,VTabsheetPanel.java," This class has the same basic functionality as the GWT DeckPanel
 * {@link com.google.gwt.user.client.ui.DeckPanel}, with the exception that it
 * doesn't manipulate the child widgets' width and height attributes.","this class has the same basic functionality as the gwt deckpanel {@link com.google.gwt.user.client.ui.deckpanel}, with the exception that it doesn't manipulate the child widgets' width and height attributes.",['summary']
9372,VTabsheetPanel.java,     * Creates an empty tabsheet panel.,creates an empty tabsheet panel.,['summary']
9373,VTabsheetPanel.java,     * Adds the specified widget to the deck.,adds the specified widget to the deck.,['summary']
9374,VTabsheetPanel.java,     * Gets the index of the currently-visible widget.,gets the index of the currently-visible widget.,['summary']
9375,VTabsheetPanel.java,     * Inserts a widget before the specified index.,inserts a widget before the specified index.,['summary']
9377,CheckedProvider.java,@code T,@code t,['Pointer']
9378,CheckedProvider.java,@link #get,@link #get,['Pointer']
9379,CheckedProvider.java,@link ThrowingProviderBinder,@link throwingproviderbinder,['Pointer']
9383,CDTLogWriter.java,// there was a problem opening the log file so log to the console,there was a problem opening the log file so log to the console,['summary']
9391,TestRehashPartitioner.java,  /** end of test sequence */,end of test sequence,['summary']
9392,TestRehashPartitioner.java,  /** maximum error for considering too big/small bucket */,maximum error for considering too big/small bucket,['summary']
9394,TestRehashPartitioner.java,  /** test partitioner for patterns */,test partitioner for patterns,['summary']
9396,CSSInjectTest.java,        // Inject some resources initially,inject some resources initially,['summary']
9400,HeaderClickHandler.java,Handler for {@link GridClickEvent}s that happen in the header of the Grid.,handler for {@link gridclickevent}s that happen in the header of the grid.,['summary']
9401,BuildEntryStorage.java,"Contributors:
 * Intel Corporation - Initial API and implementation
 * James Blackburn (Broadcom Corp.)",contributors: intel corporation - initial api and implementation james blackburn (broadcom corp.),['Ownership']
9403,BuildEntryStorage.java,@return scanner discovered entries (level 2),@return scanner discovered entries (level 2),['usage']
9404,BuildEntryStorage.java,	 * @param emptyValuesInfos list to which unresolved entries are added,@param emptyvaluesinfos list to which unresolved entries are added,['usage']
9405,BuildEntryStorage.java,	 * @return UserEntryInfo[] (never null),@return userentryinfo[] (never null),['usage']
9406,FaviconTest.java,//Extending SingleBrowserTest just to include the test into our test suites.,extending singlebrowsertest just to include the test into our test suites.,['summary']
9407,CInformationProvider.java,"Contributors:
 *     IBM Corporation - initial API and implementation
 *     Anton Leherbauer (Wind River Systems)
 *     Sergey Prigogin (Google)",contributors: ibm corporation - initial api and implementation anton leherbauer (wind river systems) sergey prigogin (google),['Ownership']
9408,CInformationProvider.java,@see CTypeHover,@see ctypehover,['Pointer']
9410,CInformationProvider.java,"	 * @see IInformationProvider#getSubject(ITextViewer, int)","@see iinformationprovider#getsubject(itextviewer, int)",['Pointer']
9411,CInformationProvider.java,"	 * @see org.eclipse.jface.text.information.IInformationProviderExtension#getInformation2(org.eclipse.jface.text.ITextViewer, org.eclipse.jface.text.IRegion)","@see org.eclipse.jface.text.information.iinformationproviderextension#getinformation2(org.eclipse.jface.text.itextviewer, org.eclipse.jface.text.iregion)",['Pointer']
9413,CInformationProvider.java,	 * The default presentation control creator.,the default presentation control creator.,['summary']
9414,CInformationProvider.java,	 * Part listener handling editor close.,part listener handling editor close.,['summary']
9415,CInformationProvider.java,	 * Default control creator.,default control creator.,['summary']
9416,CInformationProvider.java,"Provides information for the current word under the cursor based on the documentation hover
 * and spelling correction hover.",provides information for the current word under the cursor based on the documentation hover and spelling correction hover.,['summary']
9417,CInformationProvider.java,@since 5.0,@since 5.0,['usage']
9418,OutputReader.java, * Abstract base for classes that read the client's output.,abstract base for classes that read the client's output.,['summary']
9419,OutputReader.java,"Initializes the OutputReader. This method has to be called before
   * calling any of the other methods.",initializes the outputreader. this method has to be called before calling any of the other methods.,['summary']
9420,OutputReader.java,"    // nothing here yet, but that might change in the future","nothing here yet, but that might change in the future",['summary']
9421,OutputReader.java,   * Read the next key/value pair outputted by the client.,read the next key/value pair outputted by the client.,['summary']
9423,OutputReader.java,   * Returns the current value.,returns the current value.,['summary']
9424,OutputReader.java,   * Returns the last output from the client as a String.,returns the last output from the client as a string.,['summary']
9426,QueueStatistics.java,   * @return the number of apps submitted,@return the number of apps submitted,['usage']
9427,QueueStatistics.java,"@param numAppsSubmitted
   *          the number of apps submitted",@param numappssubmitted the number of apps submitted,['usage']
9428,QueueStatistics.java,   * @return the number of running apps,@return the number of running apps,['usage']
9429,QueueStatistics.java,"@param numAppsRunning
   *          the number of running apps",@param numappsrunning the number of running apps,['usage']
9430,QueueStatistics.java,   * @return the number of pending apps,@return the number of pending apps,['usage']
9433,QueueStatistics.java,"@param numAppsCompleted
   *          the number of completed apps",@param numappscompleted the number of completed apps,['usage']
9437,QueueStatistics.java,"@param numAppsFailed
   *          the number of failed apps",@param numappsfailed the number of failed apps,['usage']
9439,QueueStatistics.java," @param numActiveUsers
   *          the number of active users",@param numactiveusers the number of active users,['usage']
9440,QueueStatistics.java,   * @return the available memory,@return the available memory,['usage']
9441,QueueStatistics.java,"@param availableMemoryMB
   *          the available memory",@param availablememorymb the available memory,['usage']
9442,QueueStatistics.java,   * @return the allocated memory,@return the allocated memory,['usage']
9443,QueueStatistics.java,"@param allocatedMemoryMB
   *          the allocate memory",@param allocatedmemorymb the allocate memory,['usage']
9444,QueueStatistics.java,   * @return the pending memory,@return the pending memory,['usage']
9445,QueueStatistics.java," @param pendingMemoryMB
   *          the pending memory",@param pendingmemorymb the pending memory,['usage']
9447,QueueStatistics.java,"@param reservedMemoryMB
   *          the reserved memory",@param reservedmemorymb the reserved memory,['usage']
9449,QueueStatistics.java,"@param availableVCores
   *          the available vcores",@param availablevcores the available vcores,['usage']
9450,QueueStatistics.java,   * @return the allocated vcores,@return the allocated vcores,['usage']
9451,QueueStatistics.java,"@param allocatedVCores
   *          the allocated vcores",@param allocatedvcores the allocated vcores,['usage']
9452,QueueStatistics.java,   * @return the pending vcores,@return the pending vcores,['usage']
9453,QueueStatistics.java,"@param pendingVCores
   *          the pending vcores",@param pendingvcores the pending vcores,['usage']
9455,QueueStatistics.java,   * @param pendingContainers the pending containers.,@param pendingcontainers the pending containers.,['usage']
9457,QueueStatistics.java,   * @param allocatedContainers the allocated containers.,@param allocatedcontainers the allocated containers.,['usage']
9459,QueueStatistics.java,   * @param reservedContainers the reserved containers.,@param reservedcontainers the reserved containers.,['usage']
9460,QueueStatistics.java,   * @return the reserved vcores,@return the reserved vcores,['usage']
9461,QueueStatistics.java," @param reservedVCores
   *          the reserved vcores",@param reservedvcores the reserved vcores,['usage']
9462,QueueStatistics.java,   * Set the reserved vcores,set the reserved vcores,['summary']
9463,QueueStatistics.java,   * Get the reserved vcores,get the reserved vcores,['summary']
9464,QueueStatistics.java,   * Set the number of reserved containers.,set the number of reserved containers.,['summary']
9466,QueueStatistics.java,   * Set the number of allocated containers.,set the number of allocated containers.,['summary']
9467,QueueStatistics.java,   * Set the number of pending containers.,set the number of pending containers.,['summary']
9468,QueueStatistics.java,   * Get the number of pending containers.,get the number of pending containers.,['summary']
9469,QueueStatistics.java,   * Set the pending vcores,set the pending vcores,['summary']
9470,QueueStatistics.java,   * Get the pending vcores,get the pending vcores,['summary']
9471,QueueStatistics.java,   * Set the allocated vcores,set the allocated vcores,['summary']
9472,QueueStatistics.java,   * Get the allocated vcores,get the allocated vcores,['summary']
9475,QueueStatistics.java,   * Set the reserved memory in MB,set the reserved memory in mb,['summary']
9476,QueueStatistics.java,   * Get the reserved memory in MB,get the reserved memory in mb,['summary']
9478,QueueStatistics.java,   * Get the pending memory in MB,get the pending memory in mb,['summary']
9480,QueueStatistics.java,   * Get the allocated memory in MB,get the allocated memory in mb,['summary']
9481,QueueStatistics.java,   * Set the available memory in MB,set the available memory in mb,['summary']
9482,QueueStatistics.java,   * Get the available memory in MB,get the available memory in mb,['summary']
9483,QueueStatistics.java,   * Set the number of active users,set the number of active users,['summary']
9484,QueueStatistics.java,   * Get the number of active users,get the number of active users,['summary']
9486,QueueStatistics.java,   * Get the number of failed apps,get the number of failed apps,['summary']
9487,QueueStatistics.java,   * Set the number of killed apps,set the number of killed apps,['summary']
9488,QueueStatistics.java,   * Get the number of killed apps,get the number of killed apps,['summary']
9489,QueueStatistics.java,   * Set the number of completed apps,set the number of completed apps,['summary']
9490,QueueStatistics.java,   * Get the number of completed apps,get the number of completed apps,['summary']
9491,QueueStatistics.java,   * Set the number of pending apps,set the number of pending apps,['summary']
9493,QueueStatistics.java,   * Set the number of running apps,set the number of running apps,['summary']
9494,QueueStatistics.java,   * Get the number of running apps,get the number of running apps,['summary']
9495,QueueStatistics.java,   * Set the number of apps submitted,set the number of apps submitted,['summary']
9496,QueueStatistics.java,   * Get the number of apps submitted,get the number of apps submitted,['summary']
9499,MetricsSourceAdapter.java,"// hack to avoid most of the ""innocuous"" races.","hack to avoid most of the ""innocuous"" races.",['summary']
9500,MetricsSourceAdapter.java,        // temporarilly advance the expiry while updating the cache,temporarilly advance the expiry while updating the cache,['summary']
9501,MetricsSourceAdapter.java,"// lastRecs might have been set to an object already by another thread.
        // Track the fact that lastRecs has been reset once to make sure refresh
        // is correctly triggered.",lastrecs might have been set to an object already by another thread. track the fact that lastrecs has been reset once to make sure refresh is correctly triggered.,['Expand']
9502,MetricsSourceAdapter.java,// in case regular interval update is not running,in case regular interval update is not running,['summary']
9504,MountEntry.java, * Represents a mount entry.,represents a mount entry.,['summary']
9505,MountEntry.java,  /** Host corresponding to the mount entry */,host corresponding to the mount entry,['summary']
9506,MountEntry.java,  /** Path corresponding to the mount entry */,path corresponding to the mount entry,['summary']
9507,DeleteOp.java,      // collect the stats,collect the stats,['summary']
9508,DeleteOp.java,// Operation,operation,['summary']
9511,AbstractContentAssistTest.java,"Contributors:
 *     IBM Rational Software - Initial API and implementation
 *     Anton Leherbauer (Wind River Systems)
 *     Bryan Wilkinson (QNX)
 *     Markus Schorn (Wind River Systems)
 *     Thomas Corbat (IFS)
 *     Sergey Prigogin (Google)
 *     Mohamed Azab (Mentor Graphics)",contributors: ibm rational software - initial api and implementation anton leherbauer (wind river systems) bryan wilkinson (qnx) markus schorn (wind river systems) thomas corbat (ifs) sergey prigogin (google) mohamed azab (mentor graphics),['Ownership']
9512,AbstractContentAssistTest.java,	 * @param project,@param project,['usage']
9513,AbstractContentAssistTest.java,	 * @return  the file to be opened in the editor,@return the file to be opened in the editor,['usage']
9514,AbstractContentAssistTest.java,	 * @param results,@param results,['usage']
9515,AbstractContentAssistTest.java,"	 * @param isCodeCompletion  completion is in code, not preprocessor, etc.","@param iscodecompletion completion is in code, not preprocessor, etc.",['usage']
9516,AbstractContentAssistTest.java,	 * @return filtered proposals,@return filtered proposals,['usage']
9518,AbstractContentAssistTest.java,	 * Returns the content of the editor buffer,returns the content of the editor buffer,['summary']
9519,AbstractContentAssistTest.java,	 * Override to relax checking of extra results,override to relax checking of extra results,['summary']
9520,AbstractContentAssistTest.java,"	 * Filter out proposals, keep only templates","filter out proposals, keep only templates",['summary']
9523,AbstractContentAssistTest.java,// Call the CContentAssistProcessor,call the ccontentassistprocessor,['summary']
9524,AbstractContentAssistTest.java,	 * Sets up the project's content.,sets up the project's content.,['summary']
9525,JobIndexInfo.java,"Maintains information which may be used by the jobHistory indexing
 * system.",maintains information which may be used by the jobhistory indexing system.,['summary']
9530,NavigatorListenerModifiesListenersTest.java,            // click back button,click back button,['summary']
9531,NavigatorListenerModifiesListenersTest.java,            // verify we are in main view and url is correct,verify we are in main view and url is correct,['summary']
9532,NavigatorListenerModifiesListenersTest.java,            // ConcurrentModificationException,concurrentmodificationexception,['summary']
9533,ErrorsException.java,@link Errors#merge(Errors) merge,@link errors#merge(errors) merge,['Pointer']
9534,ErrorsException.java, * @author jessewilson@google.com (Jesse Wilson),@author jessewilson@google.com (jesse wilson),['Ownership']
9536,IPathEntry.java,	 * @return IPath,@return ipath,['usage']
9538,IPathEntry.java,	 * @return one of:,@return one of:,['usage']
9540,IPathEntry.java,"/**
	 * Entry kind constant describing a path entry identifying a
	 * library. A library is an archive containing 
	 * consisting of pre-compiled binaries.
	 */",entry kind constant describing a path entry identifying a library. a library is an archive containing consisting of pre-compiled binaries.,['Expand']
9541,IPathEntry.java,"/**
	 * Entry kind constant describing a path entry identifying a
	 * required project.
	 */",entry kind constant describing a path entry identifying a required project.,['Expand']
9542,IPathEntry.java,"/**
	 * Entry kind constant describing a path entry identifying a
	 * folder containing source code to be compiled.
	 */",entry kind constant describing a path entry identifying a folder containing source code to be compiled.,['Expand']
9544,IPathEntry.java,"/**
	 * Entry kind constant describing a path entry representing
	 * a container id.
	 *
	 */",entry kind constant describing a path entry representing a container id.,['Expand']
9545,IPathEntry.java,"/**
	 * Entry kind constant describing a path entry representing
	 * a macro definition.
	 *
	 */",entry kind constant describing a path entry representing a macro definition.,['Expand']
9546,IPathEntry.java,"/**
	 * Entry kind constant describing output location
	 *
	 */",entry kind constant describing output location,['Expand']
9548,IPathEntry.java,"/**
	 * Entry kind constant describing a path entry representing
	 * a file that will be process file as if ""#include ""file"""" appeared as
	 * the first line of the source file but only the macro definitions are kept.
	 * 
	 */","entry kind constant describing a path entry representing a file that will be process file as if ""#include ""file"""" appeared as the first line of the source file but only the macro definitions are kept.",['Expand']
9549,IPathEntry.java,"/**
	 * Returns the kind of this path entry.
	 *
	 * @return one of:
	 * <ul>
	 * <li><code>CDT_SOURCE</code> - this entry describes a source root in its project
	 * <li><code>CDT_LIBRARY</code> - this entry describes a library
	 * <li><code>CDT_PROJECT</code> - this entry describes another project
	 * <li><code>CDT_INCLUDE</code> - this entry describes a include path
	 * <li><code>CDT_MACRO</code> - this entry describes a macro definition
	 * <li><code>CDT_CONTAINER</code> - this entry describes a container id
	 * <li><code>CDT_OUTPUT</code> - this entry describes output location
	 * <li><code>CDT_INCLUDE_FILE</code> - this entry describes a file to be process as an include
	 * <li><code>CDT_MACRO_FILE</code> - this entry describes a file containing macro definitions
	 */",returns the kind of this path entry. @return one of: <ul> <li> <code> cdt_source </code> - this entry describes a source root in its project <li> <code> cdt_library </code> - this entry describes a library <li> <code> cdt_project </code> - this entry describes another project <li> <code> cdt_include </code> - this entry describes a include path <li> <code> cdt_macro </code> - this entry describes a macro definition <li> <code> cdt_container </code> - this entry describes a container id <li> <code> cdt_output </code> - this entry describes output location <li> <code> cdt_include_file </code> - this entry describes a file to be process as an include <li> <code> cdt_macro_file </code> - this entry describes a file containing macro definitions,['Expand']
9550,IPathEntry.java,	 * Returns the affected IPath,returns the affected ipath,['summary']
9551,ProgressBarRendererConnector.java, * @since 7.4,@since 7.4,['usage']
9552,ProgressBarRendererConnector.java, * @author Vaadin Ltd,@author vaadin ltd,['Ownership']
9553,ProgressBarRendererConnector.java,@link ProgressBarRenderer,@link progressbarrenderer,['Pointer']
9556,MakeProjectOptionBlock.java,@deprecated as of CDT 4.0. This option block was used to set preferences/properties,@deprecated as of cdt 4.0. this option block was used to set preferences/properties,['deprecation']
9557,EditTemplateDialog.java,"Contributors:
 *     IBM Corporation - initial API and implementation
 *     Anton Leherbauer (Wind River Systems)",contributors: ibm corporation - initial api and implementation anton leherbauer (wind river systems),['Ownership']
9558,EditTemplateDialog.java, * @since 5.2,@since 5.2,['usage']
9559,EditTemplateDialog.java,		 * @param viewer the viewer,@param viewer the viewer,['usage']
9561,EditTemplateDialog.java,	 * @param parent the shell parent of the dialog,@param parent the shell parent of the dialog,['usage']
9563,EditTemplateDialog.java,	 * @param edit whether this is a new template or an existing being edited,@param edit whether this is a new template or an existing being edited,['usage']
9564,EditTemplateDialog.java,	 * @param isNameModifiable whether the name of the template may be modified,@param isnamemodifiable whether the name of the template may be modified,['usage']
9565,EditTemplateDialog.java,	 * @param isContextTypeModifiable whether the context type of the template may be modified,@param iscontexttypemodifiable whether the context type of the template may be modified,['usage']
9566,EditTemplateDialog.java,	 * @param registry the context type registry to use,@param registry the context type registry to use,['usage']
9569,EditTemplateDialog.java,	 * @return the created template,@return the created template,['usage']
9571,EditTemplateDialog.java,		 * @see Action#run(),@see action#run(),['Pointer']
9572,EditTemplateDialog.java,"		 * @see Action#firePropertyChange(String, Object, Object)","@see action#firepropertychange(string, object, object)",['Pointer']
9573,EditTemplateDialog.java, * Dialog to edit a template.,dialog to edit a template.,['summary']
9575,EditTemplateDialog.java,"Updates the enabled state of the action.
		 * Fires a property change if the enabled state changes.",updates the enabled state of the action. fires a property change if the enabled state changes.,['summary']
9576,EditTemplateDialog.java,	 * Creates a new dialog.,creates a new dialog.,['summary']
9577,MenuBarToolTips.java,        // File,file,['summary']
9579,OptionalBinderTest.java, * @author sameb@google.com (Sam Berlin),@author sameb@google.com (sam berlin),['Ownership']
9580,OptionalBinderTest.java, // the above specifies this.,the above specifies this.,['summary']
9581,OptionalBinderTest.java,// but it doesn't specify this.,but it doesn't specify this.,['summary']
9582,OptionalBinderTest.java,"// need to do this, otherwise String will JIT","need to do this, otherwise string will jit",['summary']
9583,OptionalBinderTest.java,    // Calling .get() on an Optional<Integer> multiple times will keep giving the same thing,calling .get() on an optional<integer> multiple times will keep giving the same thing,['summary']
9586,OptionalBinderTest.java,    // and same rules with java.util.Optional,and same rules with java.util.optional,['summary']
9587,OptionalBinderTest.java,"   * Doubly-installed modules should not conflict, even when one is overridden.","doubly-installed modules should not conflict, even when one is overridden.",['summary']
9588,OptionalBinderTest.java,"    // Providers#of() does not redefine equals/hashCode, so use the same one both times.","providers#of() does not redefine equals/hashcode, so use the same one both times.",['summary']
9589,OptionalBinderTest.java,// Found by reflection,found by reflection,['summary']
9591,OptionalBinderTest.java,// used to disambiguate constructors,used to disambiguate constructors,['summary']
9592,OptionalBinderTest.java,@link Scopes#NO_SCOPE,@link scopes#no_scope,['Pointer']
9594,OptionalBinderTest.java,"   * Ensure key hash codes are fixed at injection time, not binding time.","ensure key hash codes are fixed at injection time, not binding time.",['summary']
9595,OptionalBinderTest.java,@link Elements#getElements,@link elements#getelements,['Pointer']
9596,OptionalBinderTest.java,"This assures us that the two binders are equivalent, so we expect the instance added to
        // each to have been added to one set.","this assures us that the two binders are equivalent, so we expect the instance added to each to have been added to one set.",['summary']
9597,OptionalBinderTest.java,"    // These must be identical, because the marker annotations collapsed to the same thing.","these must be identical, because the marker annotations collapsed to the same thing.",['summary']
9598,OptionalBinderTest.java, // Tests for com.google.inject.internal.WeakKeySet not leaking memory.,tests for com.google.inject.internal.weakkeyset not leaking memory.,['summary']
9600,GridLayoutExpandRatioTest.java,"/**
 * A test class for testing GridLayoutExpandRatio. The class is empty because
 * the name convention is UIClassName+Test. GridLayoutExpandRatioTest and
 * GridLayoutHideMiddleCellsTest behave the same way but on different UI
 * classes. Thats why they have different names and zero code.
 */",a test class for testing gridlayoutexpandratio. the class is empty because the name convention is uiclassname+test. gridlayoutexpandratiotest and gridlayouthidemiddlecellstest behave the same way but on different ui classes. thats why they have different names and zero code.,['Expand']
9601,TestDefaultRetryPolicy.java,// defaultRetryPolicyEnabled = false,defaultretrypolicyenabled = false,['summary']
9603,TestDefaultRetryPolicy.java,// defaultRetryPolicyEnabled = true,defaultretrypolicyenabled = true,['summary']
9606,TestDefaultRetryPolicy.java,// defaultRetryPolicyEnabled = true,defaultretrypolicyenabled = true,['summary']
9609,JsonCodec.java,"Decoder for converting RPC parameters and other values from JSON in transfer
 * between the client and the server and vice versa.",decoder for converting rpc parameters and other values from json in transfer between the client and the server and vice versa.,['summary']
9610,JsonCodec.java,    /* Immutable Encode Result representing null */,immutable encode result representing null,['summary']
9611,JsonCodec.java,    /* Immutable empty JSONArray */,immutable empty jsonarray,['summary']
9614,JsonCodec.java,            // All primitive types are handled internally,all primitive types are handled internally,['summary']
9615,JsonCodec.java," // UidlValue is a special internal type wrapping type info and a
            // value",uidlvalue is a special internal type wrapping type info and a value,['summary']
9617,JsonCodec.java," // Legacy Object[] and String[] handled elsewhere, this takes care
            // of generic arrays","legacy object[] and string[] handled elsewhere, this takes care of generic arrays",['summary']
9618,JsonCodec.java,"* Decodes a value that is of an internal type.
     * <p>
     * Ensures the encoded value is of the same type as target type.
     * </p>
     * <p>
     * Allows restricting collections so that they must be declared using
     * generics. If this is used then all objects in the collection are encoded
     * using the declared type. Otherwise only internal types are allowed in
     * collections.
     * </p>",decodes a value that is of an internal type. <p> ensures the encoded value is of the same type as target type. </p> <p> allows restricting collections so that they must be declared using generics. if this is used then all objects in the collection are encoded using the declared type. otherwise only internal types are allowed in collections. </p>,['Expand']
9619,JsonCodec.java,"@param targetType
     *            The type that should be returned by this method",@param targettype the type that should be returned by this method,['usage']
9620,JsonCodec.java,"* @param valueAndType
     *            The encoded value and type array",@param valueandtype the encoded value and type array,['usage']
9621,JsonCodec.java,"@param application
     *            A reference to the application",@param application a reference to the application,['usage']
9622,JsonCodec.java,"@param enforceGenericsInCollections
     *            true if generics should be enforce, false to only allow
     *            internal types in collections","@param enforcegenericsincollections true if generics should be enforce, false to only allow internal types in collections",['usage']
9624,JsonCodec.java,     * @param targetType,@param targettype,['usage']
9625,JsonCodec.java,     * @param restrictToInternalTypes,@param restricttointernaltypes,['usage']
9626,JsonCodec.java,"@param typeIndex
     *            The index of a generic type to use to define the child type
     *            that should be decoded",@param typeindex the index of a generic type to use to define the child type that should be decoded,['usage']
9627,JsonCodec.java,     * @param encodedValueAndType,@param encodedvalueandtype,['usage']
9628,JsonCodec.java,     * @param application,@param application,['usage']
9629,JsonCodec.java,     * @return,@return,['usage']
9630,JsonCodec.java,     * @param fieldValue,@param fieldvalue,['usage']
9631,JsonCodec.java,     * @param referenceValue,@param referencevalue,['usage']
9635,JsonCodec.java,"@param b
     *            the second json value to check, may not be null","@param b the second json value to check, may not be null",['usage']
9636,JsonCodec.java," @return <code>true</code> if both json values are the same;
     *         <code>false</code> otherwise",@return <code> true </code> if both json values are the same; <code> false </code> otherwise,['usage']
9637,JsonCodec.java,"These methods looks good to inline, but are on a cold path of the
     * otherwise hot encode method, which needed to be shorted to allow inlining
     * of the hot part.","these methods looks good to inline, but are on a cold path of the otherwise hot encode method, which needed to be shorted to allow inlining of the hot part.",['summary']
9639,JsonCodec.java,            // Client -> server encodes empty map as an empty array because of,client -> server encodes empty map as an empty array because of,['summary']
9640,JsonCodec.java,            // Encode using the given type,encode using the given type,['summary']
9641,JsonCodec.java,@link JsonValue#jsEquals(JsonValue),@link jsonvalue#jsequals(jsonvalue),['Pointer']
9642,JsonCodec.java,@link JsonValue#equals(Object),@link jsonvalue#equals(object),['Pointer']
9643,JsonCodec.java,        // UidlValue,uidlvalue,['summary']
9644,JsonCodec.java,        // Collections,collections,['summary']
9646,JsonCodec.java,        // Special Vaadin types,special vaadin types,['summary']
9647,JsonCodec.java,        // Legacy types,legacy types,['summary']
9649,JsonCodec.java,            // Only decode the given type,only decode the given type,['summary']
9650,JsonCodec.java," // Only UidlValue when not enforcing a given type to avoid security
            // issues",only uidlvalue when not enforcing a given type to avoid security issues,['summary']
9651,JsonCodec.java,            // each entry always has two elements: type and value,each entry always has two elements: type and value,['summary']
9653,JsonCodec.java,            // all JSON compatible types are returned as is.,all json compatible types are returned as is.,['summary']
9654,JsonCodec.java,"                // an encoded null is cached, return it directly.","an encoded null is cached, return it directly.",['summary']
9655,JsonCodec.java,            // Connectors are simply serialized as ID.,connectors are simply serialized as id.,['summary']
9656,JsonCodec.java," // encodeObject returns an EncodeResult with a diff, thus it
                // needs to return it directly rather than assigning it to
                // toReturn.","encodeobject returns an encoderesult with a diff, thus it needs to return it directly rather than assigning it to toreturn.",['summary']
9657,JsonCodec.java,"  // Doesn't matter if the same calculation is done multiple times from
        // different threads, so there's no need to do e.g. putIfAbsent","doesn't matter if the same calculation is done multiple times from different threads, so there's no need to do e.g. putifabsent",['summary']
9658,JsonCodec.java,     * Loops through the fields of value and encodes them.,loops through the fields of value and encodes them.,['summary']
9659,JsonCodec.java,"// We can't use PropertyDescriptor.getPropertyType() as it does
                // not support generics",we can't use propertydescriptor.getpropertytype() as it does not support generics,['summary']
9661,GDBSolibBlock.java,"// This option will make the DSF-GDB launch fail, and on Linux we have a problem where it will hang
	// Since this option was added for multi-process but it has not been completed for Linux yet, just hide it completely for now","this option will make the dsf-gdb launch fail, and on linux we have a problem where it will hang since this option was added for multi-process but it has not been completed for linux yet, just hide it completely for now",['rational']
9665,GraphicCanvasVisualizer.java,"Contributors:
 *     William R. Swanson (Tilera Corporation)",contributors: william r. swanson (tilera corporation),['Ownership']
9668,GraphicCanvasVisualizer.java,"	/** Invoked when visualizer is selected, to populate the toolbar. */","invoked when visualizer is selected, to populate the toolbar.",['summary']
9669,GraphicCanvasVisualizer.java,	/** Gets downcast reference to canvas control. */,gets downcast reference to canvas control.,['summary']
9670,GraphicCanvasVisualizer.java,"* Invoked after visualizer control creation,
	 *  to allow derived classes to do any initialization of canvas.","invoked after visualizer control creation, to allow derived classes to do any initialization of canvas.",['summary']
9672,GraphicCanvasVisualizer.java,	/** Creates and returns visualizer canvas control. */,creates and returns visualizer canvas control.,['summary']
9673,GraphicCanvasVisualizer.java,	/** Invoked when visualizer control should be disposed. */,invoked when visualizer control should be disposed.,['summary']
9674,GraphicCanvasVisualizer.java,	/** Creates and returns visualizer control on specified parent. */,creates and returns visualizer control on specified parent.,['summary']
9675,GraphicCanvasVisualizer.java,	/** Dispose method. */,dispose method.,['summary']
9676,GraphicCanvasVisualizer.java,	/** Constructor specifying name and such information. */,constructor specifying name and such information.,['summary']
9677,GraphicCanvasVisualizer.java,	/** Constructor. */,constructor.,['summary']
9679,GraphicCanvasVisualizer.java,"Note: painting is done in order objects were added,
 * so objects added last are drawn ""on top"" of others.
 * Use raise/lower methods to change the object z-ordering, if needed.","note: painting is done in order objects were added, so objects added last are drawn ""on top"" of others. use raise/lower methods to change the object z-ordering, if needed.",['rational']
9680,BaseSuite.java, * Handles configuring the JUL -> SLF4J bridge.,handles configuring the jul -> slf4j bridge.,['summary']
9682,QMLExpressionEvaluator.java,@link IJSExpression,@link ijsexpression,['Pointer']
9683,QMLExpressionEvaluator.java,"@param expr
	 *            the expression to be evaluated",@param expr the expression to be evaluated,['usage']
9684,QMLExpressionEvaluator.java,"Evaluates the given {@link IJSExpression} as a constant expression and returns the result. At the moment this only supports
	 * very simple expressions involving unary operators and literals alone. Support for more complex expressions will be added as
	 * needed.",evaluates the given {@link ijsexpression} as a constant expression and returns the result. at the moment this only supports very simple expressions involving unary operators and literals alone. support for more complex expressions will be added as needed.,['summary']
9685,BuildOptionComboFieldEditor.java,"Contributors:
 * IBM Rational Software - Initial API and implementation
 * ARM Ltd. - basic tooltip support",contributors: ibm rational software - initial api and implementation arm ltd. - basic tooltip support,['Ownership']
9687,BuildOptionComboFieldEditor.java, * @noinstantiate This class is not intended to be instantiated by clients.,@noinstantiate this class is not intended to be instantiated by clients.,['usage']
9689,BuildOptionComboFieldEditor.java,	 * @param label,@param label,['usage']
9691,BuildOptionComboFieldEditor.java,	 * @param opts,@param opts,['usage']
9692,BuildOptionComboFieldEditor.java,	 * @param parent,@param parent,['usage']
9693,BuildOptionComboFieldEditor.java,	 * @param name,@param name,['usage']
9694,BuildOptionComboFieldEditor.java,	 * @param label,@param label,['usage']
9696,BuildOptionComboFieldEditor.java,	 * @param contextId,@param contextid,['usage']
9697,BuildOptionComboFieldEditor.java,	 * @param sel,@param sel,['usage']
9698,BuildOptionComboFieldEditor.java,	 * @param opts,@param opts,['usage']
9699,BuildOptionComboFieldEditor.java,	 * @param parent,@param parent,['usage']
9701,BuildOptionComboFieldEditor.java,	 * @return the field editor's tool tip text,@return the field editor's tool tip text,['usage']
9703,BuildOptionComboFieldEditor.java,    * Set the list of enum values for this combo field editor,set the list of enum values for this combo field editor,['summary']
9704,BuildOptionComboFieldEditor.java,     * @param enabled The enabled state.,@param enabled the enabled state.,['usage']
